id,type,data,selected,parent_id,branch_level,child_id,child_index,palette_id,ch_input_id,ch_output_id,ch_last_updated,average,samples,aux_a_x,aux_a_y,aux_a_z,aux_b_x,aux_b_y,aux_b_z,color_shift,rotate_vec_x,rotate_vec_y,rotate_vec_z,rotate_vec_s,scale_x,scale_y,scale_z,translate_x,translate_y,translate_z,tag_offset_x,tag_offset_y,tag_offset_z,rotate_rate_x,rotate_rate_y,rotate_rate_z,rotate_x,rotate_y,rotate_z,scale_rate_x,scale_rate_y,scale_rate_z,translate_rate_x,translate_rate_y,translate_rate_z,translate_vec_x,translate_vec_y,translate_vec_z,shader,geometry,line_width,point_size,ratio,color_index,color_r,color_g,color_b,color_a,color_fade,texture_id,hide,freeze,topo,facet,auto_zoom_x,auto_zoom_y,auto_zoom_z,trigger_hi_x,trigger_hi_y,trigger_hi_z,trigger_lo_x,trigger_lo_y,trigger_lo_z,set_hi_x,set_hi_y,set_hi_z,set_lo_x,set_lo_y,set_lo_z,proximity_x,proximity_y,proximity_z,proximity_mode_x,proximity_mode_y,proximity_mode_z,segments_x,segments_y,segments_z,tag_mode,format_id,table_id,record_id,size
27,5,27,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35,4.35,4.35,150.0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.06,0,89,89,89,255,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,27,420
28,5,28,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35,4.35,4.35,135.0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.06,0,89,89,89,255,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,28,420
29,5,29,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35,4.35,4.35,120.0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.06,0,89,89,89,255,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,29,420
30,5,30,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35,4.35,4.35,105.0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.06,0,89,89,89,255,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,30,420
31,5,31,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35,4.35,4.35,90.0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.06,0,89,89,89,255,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,31,420
32,5,32,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35,4.35,4.35,75.0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.06,0,89,89,89,255,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,32,420
33,5,33,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35,4.35,4.35,60.0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.06,0,89,89,89,255,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,33,420
34,5,34,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35,4.35,4.35,45.0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.06,0,89,89,89,255,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,34,420
35,5,35,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35,4.35,4.35,30.0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.06,0,89,89,89,255,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,35,420
36,5,36,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35,4.35,4.35,15.0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.06,0,89,89,89,255,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,36,420
37,5,37,0,13,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,37,420
38,5,38,0,14,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,38,420
39,5,39,0,15,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,39,420
40,5,40,0,16,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,40,420
41,5,41,0,17,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,41,420
42,5,42,0,18,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,42,420
43,5,43,0,19,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,43,420
44,5,44,0,20,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,44,420
45,5,45,0,21,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,2,1.05,-142,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,217,201,173,175,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,45,420
46,5,46,0,21,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,2,1.05,-130,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,217,201,173,175,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,46,420
47,5,47,0,21,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,2.5,1.25,-118,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,217,201,173,175,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,47,420
48,5,48,0,21,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.43431719259799,2.43431719259799,1.106698800777115,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,245,115,54,255,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,48,420
49,5,49,0,21,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0286935917247906,2.0286935917247906,0.692624708219057,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,4,120,120,255,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,49,420
50,5,50,0,21,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3611408984002464,2.3611408984002464,1.0319980004502514,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,194,33,33,255,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,50,420
51,5,51,0,21,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,51,420
52,5,52,0,22,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,52,420
53,5,53,0,23,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,2,1.05,-142,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,242,92,132,175,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,53,420
54,5,54,0,23,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,2.5,1.25,-130,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,242,92,132,175,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,54,420
55,5,55,0,23,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,2.5,1.25,-118,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,242,92,132,175,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,55,420
56,5,56,0,23,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,56,420
57,5,57,0,24,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,57,420
58,5,58,0,25,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,2.5,1.25,-142,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,191,73,150,175,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,58,420
59,5,59,0,25,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,2.5,1.25,-130,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,191,73,150,175,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,59,420
60,5,60,0,25,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,2.5,1.25,-118,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,191,73,150,175,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,60,420
61,5,61,0,25,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,61,420
62,5,62,0,26,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.1,0,89,89,89,175,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,62,420
63,5,63,0,27,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,2.5,1.25,-142,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,242,92,132,175,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,63,420
64,5,64,0,27,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,2.5,1.25,-130,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,242,92,132,175,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,64,420
65,5,65,0,27,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,2.5,1.25,-118,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.1,0,242,92,132,175,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,65,420
